        68         68          8
        68         68          9
        68         68         10
        68         68         13
        68         68         17
        68         68         19
        68         68         31
        68         68         35
        68         68         36
        68         68         38
        69         69          3
        69         69          4
        69         69          9
        69         69         25
        69         69         33
        69         69         35
        69         69         38
        69         69         39
        70         70          3
        70         70          8
        70         70          9
        70         70         11
        70         70         14
        70         70         16
        70         70         17
        70         70         18
        70         70         19
        70         70         21
        70         70         28
        70         70         29
        70         70         31
        70         70         33
        70         70         36
        70         70         38
        70         70         39
        71         71          3
        71         71          7
        71         71          8
        71         71         23
        71         71         29
        71         71         36
        72         72          7
        72         72          9
        72         72         12
        72         72         14
        72         72         17
        72         72         22
        72         72         23
        72         72         29
        72         72         33
        72         72         34
        72         72         36
        73         73          6
        73         73          7
        73         73          9
        73         73         14
        73         73         15
        73         73         18
        73         73         21
        73         73         23
        73         73         25
        73         73         28
        73         73         29
        73         73         33
        73         73         39
        74         74          3
        74         74          5
        74         74          8
        74         74          9
        74         74         13
        74         74         17
        74         74         18
        74         74         23
        74         74         25
        74         74         28
        75         75         10
        75         75         11
        75         75         17
        75         75         33
        75         75         36
        75         75         38
        75         75         39
        76         76          3
        76         76         10
        76         76         11
        76         76         17
        76         76         24
        77         77          4
        77         77          7
        77         77          9
        77         77         21
        77         77         23
        77         77         28
        77         77         35
        77         77         38
        77         77         39
        78         78          5
        78         78          8
        78         78          9
        78         78         12
        78         78         14
        78         78         17
        78         78         18
        78         78         38
        78         78         39
        79         79          2
        79         79          3
        79         79          9
        79         79         22
        79         79         27
        79         79         36
        80         80          3
        80         80          6
        80         80          7
        80         80          8
        80         80         11
        80         80         14
        80         80         17
        80         80         19
        80         80         22
        80         80         29
        80         80         38
        81         81          3
        81         81          7
        81         81          8
        81         81          9
        81         81         11
        81         81         14
        81         81         19
        81         81         28
        81         81         32
        81         81         33
        81         81         35
        81         81         36
        81         81         38
        82         82          3
        82         82          7
        82         82         11
        82         82         12
        82         82         14
        82         82         21
        82         82         22
        82         82         26
        82         82         28
        82         82         29
        82         82         36
        82         82         38
        82         82         39
        83         83          0
        83         83          3
        83         83          6
        83         83         11
        83         83         36
        83         83         38
        84         84          3
        84         84          7
        84         84          8
        84         84         11
        84         84         13
        84         84         15
        84         84         18
        84         84         21
        84         84         24
        84         84         29
        84         84         36
        84         84         38
        85         85          3
        85         85          8
        85         85          9
        85         85         10
        85         85         11
        85         85         23
        85         85         29
        85         85         33
        85         85         35
        85         85         36
        85         85         38
        86         86          3
        86         86         10
        86         86         13
        86         86         14
        86         86         15
        86         86         26
        86         86         31
        86         86         35
        86         86         36
        86         86         38
        86         86         39
        87         87          0
        87         87         10
        87         87         12
        87         87         15
        87         87         17
        87         87         19
        87         87         29
        87         87         35
        87         87         38
        88         88          8
        88         88          9
        88         88         11
        88         88         13
        88         88         17
        88         88         34
        88         88         36
        88         88         38
        89         89          3
        89         89         11
        89         89         17
        89         89         22
        89         89         33
        89         89         38
        89         89         39
        90         90          3
        90         90          4
        90         90          7
        90         90          9
        90         90         11
        90         90         12
        90         90         14
        90         90         17
        90         90         18
        90         90         19
        90         90         29
        90         90         33
        90         90         35
        90         90         36
        90         90         38
        90         90         39
        91         91          6
        91         91          8
        91         91          9
        91         91         11
        91         91         23
        91         91         28
        91         91         29
        91         91         38
        92         92          0
        92         92          3
        92         92          4
        92         92          7
        92         92          8
        92         92         11
        92         92         12
        92         92         15
        92         92         16
        92         92         28
        92         92         29
        92         92         31
        92         92         33
        92         92         34
        92         92         35
        92         92         36
        92         92         37
        92         92         38
        92         92         39
        93         93          8
        93         93          9
        93         93         14
        93         93         16
        93         93         18
        93         93         21
        93         93         23
        93         93         24
        93         93         25
        93         93         28
        93         93         35
        93         93         38
        93         93         39
        94         94          3
        94         94          7
        94         94         11
        94         94         12
        94         94         13
        94         94         14
        94         94         17
        94         94         21
        94         94         35
        94         94         36
        95         95          8
        95         95         11
        95         95         12
        95         95         14
        95         95         16
        95         95         17
        95         95         19
        95         95         22
        95         95         23
        95         95         26
        95         95         28
        95         95         38
        95         95         39
        96         96          7
        96         96         25
        96         96         31
        96         96         36
        96         96         38
        96         96         39
        97         97          0
        97         97          3
        97         97          5
        97         97          7
        97         97          8
        97         97         12
        97         97         14
        97         97         17
        97         97         21
        97         97         36
        98         98          3
        98         98          8
        98         98         14
        98         98         17
        98         98         28
        98         98         35
        98         98         36
        98         98         38
        98         98         39
        99         99          0
        99         99          3
        99         99          9
        99         99         10
        99         99         17
        99         99         22
        99         99         27
        99         99         28
        99         99         34
        99         99         35
        99         99         38
        99         99         39
       100        100          8
       100        100         19
       100        100         21
       100        100         25
       100        100         34
       101        101          9
       101        101         12
       101        101         34
       101        101         35
       101        101         36
       101        101         38
       101        101         39
       102        102          4
       102        102          5
       102        102          7
       102        102          8
       102        102         10
       102        102         16
       102        102         17
       102        102         28
       102        102         31
       102        102         33
       102        102         36
       102        102         38
       102        102         39
       103        103          0
       103        103          3
       103        103          7
       103        103          9
       103        103         10
       103        103         14
       103        103         21
       103        103         25
       103        103         33
       103        103         36
       103        103         38
       104        104          0
       104        104          3
       104        104          4
       104        104          8
       104        104          9
       104        104         10
       104        104         11
       104        104         25
       104        104         28
       104        104         29
       104        104         35
       104        104         39
       105        105          3
       105        105          4
       105        105          5
       105        105         11
       105        105         13
       105        105         14
       105        105         17
       105        105         20
       105        105         21
       105        105         27
       105        105         28
       105        105         29
       105        105         35
       105        105         38
       106        106          3
       106        106          5
       106        106         26
       106        106         28
       106        106         29
       106        106         36
       106        106         38
       107        107          3
       107        107          9
       107        107         17
       107        107         19
       107        107         21
       107        107         29
       107        107         30
       107        107         33
       107        107         38
       108        108          1
       108        108          8
       108        108          9
       108        108         10
       108        108         11
       108        108         22
       108        108         24
       108        108         33
       108        108         38
       109        109          7
       109        109         10
       109        109         11
       109        109         14
       109        109         18
       109        109         21
       109        109         25
       109        109         35
       109        109         36
       109        109         38
       109        109         39
       110        110          8
       110        110         11
       110        110         14
       110        110         21
       110        110         28
       110        110         29
       110        110         35
       110        110         38
       111        111          3
       111        111          4
       111        111          9
       111        111         13
       111        111         17
       111        111         18
       111        111         22
       111        111         23
       111        111         25
       111        111         29
       111        111         31
       111        111         35
       111        111         36
       111        111         38
       111        111         39
       112        112          0
       112        112          4
       112        112          7
       112        112          8
       112        112          9
       112        112         10
       112        112         14
       112        112         17
       112        112         18
       112        112         19
       112        112         20
       112        112         21
       112        112         22
       112        112         23
       112        112         28
       112        112         35
       112        112         38
       112        112         39
       113        113          3
       113        113          5
       113        113         14
       113        113         29
       113        113         35
       113        113         36
       114        114          3
       114        114          9
       114        114         11
       114        114         12
       114        114         26
       114        114         38
       114        114         39
       115        115          3
       115        115          4
       115        115          5
       115        115          8
       115        115          9
       115        115         14
       115        115         17
       115        115         23
       115        115         26
       115        115         38
       116        116          6
       116        116         10
       116        116         13
       116        116         16
       116        116         22
       116        116         23
       116        116         29
       117        117          3
       117        117         12
       117        117         17
       117        117         26
       117        117         29
       117        117         36
       117        117         38
       118        118          3
       118        118          6
       118        118          8
       118        118          9
       118        118         11
       118        118         14
       118        118         16
       118        118         31
       118        118         36
       118        118         39
       119        119          0
       119        119          6
       119        119          7
       119        119          9
       119        119         11
       119        119         13
       119        119         16
       119        119         17
       119        119         27
       119        119         35
       119        119         39
       120        120          7
       120        120         11
       120        120         17
       120        120         26
       120        120         28
       120        120         34
       120        120         35
       120        120         38
       121        121          0
       121        121          3
       121        121          5
       121        121          7
       121        121          9
       121        121         10
       121        121         11
       121        121         17
       121        121         21
       121        121         23
       121        121         24
       121        121         26
       121        121         34
       121        121         38
       122        122         19
       122        122         23
       122        122         35
       122        122         36
       122        122         38
       122        122         39
       123        123          3
       123        123          4
       123        123          7
       123        123          9
       123        123         17
       123        123         21
       123        123         26
       123        123         28
       123        123         29
       123        123         31
       123        123         34
       123        123         36
       123        123         38
       123        123         39
       124        124          5
       124        124         10
       124        124         17
       124        124         21
       124        124         23
       124        124         28
       124        124         32
       124        124         33
       124        124         34
       124        124         36
       124        124         38
       125        125          3
       125        125          8
       125        125          9
       125        125         11
       125        125         14
       125        125         18
       125        125         23
       125        125         26
       125        125         29
       125        125         33
       125        125         36
       125        125         39
       126        126          3
       126        126         33
       126        126         36
       127        127          5
       127        127         11
       127        127         21
       127        127         29
       127        127         36
       127        127         38
       128        128          4
       128        128          8
       128        128         10
       128        128         23
       128        128         29
       128        128         33
       128        128         35
       128        128         39
       129        129          0
       129        129          3
       129        129          5
       129        129          9
       129        129         10
       129        129         11
       129        129         17
       129        129         21
       129        129         26
       129        129         29
       129        129         36
       129        129         38
       130        130          7
       130        130          8
       130        130          9
       130        130         17
       130        130         31
       130        130         35
       130        130         39
       131        131         12
       131        131         14
       131        131         18
       131        131         33
       131        131         34
       131        131         38
       132        132          8
       132        132          9
       132        132         14
       132        132         17
       132        132         20
       132        132         35
       132        132         36
       132        132         38
       133        133          1
       133        133          5
       133        133          8
       133        133         18
       133        133         19
       133        133         21
       133        133         28
       133        133         33
       133        133         36
       133        133         38
       133        133         39
       134        134          5
       134        134          8
       134        134         11
       134        134         21
       134        134         28
       134        134         33
       134        134         36
       134        134         39
       135        135          3
       135        135          8
       135        135          9
       135        135         12
       135        135         19
       135        135         33
       135        135         36
       135        135         38
       135        135         39
       136        136          5
       136        136          7
       136        136          8
       136        136         10
       136        136         11
       136        136         17
       136        136         18
       136        136         22
       136        136         23
       136        136         26
       136        136         28
       136        136         33
       136        136         35
       136        136         36
       136        136         38
       136        136         39
       137        137          3
       137        137         11
       137        137         16
       137        137         17
       137        137         20
       137        137         25
       137        137         34
       137        137         35
       137        137         38
       138        138          0
       138        138          3
       138        138          8
       138        138         14
       138        138         17
       138        138         36
       138        138         39
       139        139          3
       139        139          6
       139        139          9
       139        139         10
       139        139         11
       139        139         17
       139        139         22
       139        139         33
       139        139         34
       139        139         36
